,stanfordcars,svhn,caltech101,pets,cifar100,flowers,smallnorb_label_elevation,dtd,average
xgb_node2vec+_all_normalize_without_transfer,99.4413407821229,100.0,98.32402234636871,99.72067039106145,100.0,99.16201117318435,99.14285714285714,98.32402234636871,99.2643655227454
Reg-H-Score,100.0,100.0,100.0,99.31034482758622,99.29577464788731,94.48275862068967,100.0,99.25373134328359,99.04282617993084
lr_homoGATConv_all_normalize_without_transfer,97.20670391061452,98.87005649717514,98.32402234636871,99.72067039106145,100.0,99.16201117318435,99.14285714285714,99.16201117318435,98.94854157930571
lr_homo_SAGEConv_all_normalize_without_transfer,99.4413407821229,100.0,99.16201117318435,96.64804469273743,100.0,99.16201117318435,97.71428571428571,99.16201117318435,98.91121308858739
lr_node2vec+_all_normalize_without_transfer,98.8826815642458,100.0,100.0,95.25139664804469,98.30508474576271,99.16201117318435,99.14285714285714,98.32402234636871,98.63350670255792
rf_node2vec+_all_normalize_without_transfer,98.32402234636871,96.61016949152543,99.16201117318435,99.72067039106145,98.30508474576271,99.16201117318435,98.28571428571428,99.16201117318435,98.59146184749822
xgb_node2vec_all_normalize_without_transfer,100.0,98.87005649717514,95.53072625698323,96.64804469273743,100.0,99.16201117318435,98.28571428571428,100.0,98.56206911322431
xgb_homo_SAGEConv_all_normalize_without_transfer,100.0,96.61016949152543,99.16201117318435,99.72067039106145,96.045197740113,99.16201117318435,96.85714285714285,99.16201117318435,98.33990174992448
rf_node2vec_all_normalize_without_transfer,96.08938547486034,97.17514124293785,96.64804469273743,99.72067039106145,100.0,99.16201117318435,98.28571428571428,98.32402234636871,98.17562370085805
rf_homoGATConv_all_normalize_without_transfer,95.53072625698323,96.61016949152543,100.0,99.72067039106145,96.045197740113,99.16201117318435,97.71428571428571,100.0,98.09788259589415
xgb_homoGATConv_all_normalize_without_transfer,100.0,100.0,95.53072625698323,96.64804469273743,97.17514124293785,99.16201117318435,95.42857142857142,98.32402234636871,97.78356464259788
lr_node2vec_all_normalize_without_transfer,94.41340782122904,100.0,99.16201117318435,99.72067039106145,98.30508474576271,71.7877094972067,99.14285714285714,97.76536312849161,95.03713798747411
LogME,33.68055555555556,100.0,99.30555555555556,99.31034482758622,99.29577464788731,94.48275862068967,98.6013986013986,81.59203980099502,88.28355345120849
rf_homo_SAGEConv_all_normalize_without_transfer,98.8826815642458,89.83050847457628,89.94413407821229,99.72067039106145,96.045197740113,34.63687150837988,100.0,96.08938547486034,88.14368115393114
random,27.77777777777778,8.426966292134832,20.0,21.666666666666668,28.65168539325843,32.22222222222222,15.90909090909091,27.222222222222225,22.734578935421634
